time_min	time_mean	time_maxl	time_max	ra	psi	logw	loghrss	logprior	logl	frequency	deltaloglv1	deltalogll1	deltaloglh1	deltalogl	dec	bandwidth	alpha	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143528e+09	1.10631698148418e+09	8.04744482040405e-01	7.06857568591740e-01	-3.76649735290794e+01	-4.94850461758125e+01	1.32326366186733e+02	-3.78973409720070e+04	1.52964344781082e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93181316148337e+02	8.49215924739838e-01	9.99851969425319e+01	5.31442560805068e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.12848277313462e+00	-3.82616917876499e+01	-4.94031492609841e+01	1.32157407149702e+02	-3.78973331824468e+04	1.51205646149780e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93189105708479e+02	8.49215924739838e-01	9.98314516334094e+01	5.76983852563375e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.76258829370212e+00	-3.73903786055939e+01	-4.95385520661174e+01	1.32683880230503e+02	-3.78973295741290e+04	1.52244055475313e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93192714026307e+02	8.49215924739838e-01	9.95895214618235e+01	2.58648769149840e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.74863975490152e+00	-3.77241826906262e+01	-4.94434137288540e+01	1.33318096382335e+02	-3.78973265986210e+04	1.52660589877136e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93195689534332e+02	8.49215924739838e-01	9.76989979568568e+01	2.57457850286549e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.74080670175228e+00	-3.77178754439511e+01	-4.94136392404445e+01	1.33096660242624e+02	-3.78973257448461e+04	1.52722020928180e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93196543309190e+02	8.49215924739838e-01	9.79751700464378e+01	2.63120261838878e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.20133701364908e+00	-3.81027392854564e+01	-4.93373299379850e+01	1.32076929033724e+02	-3.78973256889765e+04	1.51884467125666e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93196599178831e+02	8.49215924739838e-01	9.95961450244785e+01	5.66350591373171e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.21622461985353e+00	-3.70898864083962e+01	-4.94777602702451e+01	1.33132098975154e+02	-3.78973254361615e+04	1.53024685585465e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93196851993780e+02	8.49215924739838e-01	9.83011574639693e+01	5.71459564540326e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143528e+09	1.10631698148418e+09	8.04744482040405e-01	2.24295061926658e+00	-3.44880395647970e+01	-4.95178459010339e+01	1.32644209911912e+02	-3.78973250148216e+04	1.53872061174240e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93197273333702e+02	8.49215924739838e-01	9.95442327973780e+01	2.14783140201086e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.15821328918268e+00	-3.51017647984470e+01	-4.94365179984574e+01	1.32743162367061e+02	-3.78973229683835e+04	1.53900425463061e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93199319771826e+02	8.49215924739838e-01	9.88471470088577e+01	5.82095025820129e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.73806919007006e+00	-3.76789567215036e+01	-4.94301111714927e+01	1.33072589914407e+02	-3.78973224565010e+04	1.51911693171063e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93199831654340e+02	8.49215924739838e-01	9.81281016170070e+01	2.58820054068808e+00	
